,x,y
0,54.351905005636965,89.63992142717447
1,52.48742525248427,87.42343100279919
2,47.32087287840105,85.64775699232092
3,44.88493554826283,85.39129498635948
4,43.637432701806105,85.08610211385786
5,40.17757123098446,83.48486641992668
6,37.664328311160055,83.06292600843193
7,33.85884957478069,78.9941337373068
8,28.83008607982505,76.21184333935086
9,25.214549477993764,73.67027329856374
10,22.170847854227475,69.47889675774144
11,22.66032772959025,64.7954953162741
12,21.27861743984157,60.510515399471124
13,19.26059341738997,54.72806582124153
14,19.841639379876554,55.293200271633616
15,35.46727868772803,48.92428279596677
16,35.69225477467929,53.184387819237635
17,37.884901223197296,52.398488852740954
18,38.49677652788446,53.725044949116885
19,41.10947886824283,57.69587234694637
20,39.96319265715071,59.16135599501301
21,45.952968547133935,63.0016075408711
22,55.90970806455511,64.5888219902565
23,59.33528116393101,64.88954479513224
24,60.613130418577896,65.89319362291732
25,63.34134985818983,63.411654942122965
26,60.67070576443084,66.28345448804379
27,61.372765737561195,65.98854871292126
28,60.70964177117777,63.13980571805162
29,55.88746927805258,63.919066241758024
30,44.32071127498549,37.075777349529666
31,45.99695024225433,33.67897032482739
32,46.53573707536822,32.92815450186101
33,41.78771706952666,37.331334715832554
34,44.40558046741826,34.87079310543905
35,42.22195520340391,32.402954559390025
36,43.06253118936527,34.58857500568622
37,41.16520762006719,35.556413366927146
38,37.57609160310886,37.91313220738612
39,36.74150723561019,40.47720045336976
40,35.50407158025413,43.32298842277226
41,37.86262616617807,47.99215161416704
42,36.99251800536256,50.10549763612823
43,36.62630758511163,43.551217730524534
44,25.52283450091333,27.458592942947277
45,27.504981341664017,24.740650140569898
46,28.091388943012273,23.574084450748003
47,30.668644214671573,21.326375994991032
48,43.8241745358003,31.96541295376577
49,45.5222300321455,30.20734944532806
50,46.42479641432594,32.68728772659524
51,48.66475091861265,32.61280727949706
52,48.138464170918255,32.443349385663474
53,54.85041995901853,30.187116952009273
54,54.01200684285673,31.36072387553687
55,61.712070883483094,33.645409662418714
56,68.86479347172379,40.82084501302117
57,71.28614662596709,50.31072987360288
58,70.37034446613328,46.170920114794555
59,70.55810113216461,47.35808128594934
60,69.60828772989058,55.37324824703484
61,67.97760552759611,60.91620314785917
62,67.4406774061695,62.329001049845985
63,62.970211075936476,65.53800344862678
64,44.313611513982295,85.50003591519715
65,46.006356057132336,85.45312258839763
66,52.63503186968932,86.72480583033965
67,53.756753445116225,86.8000735560483
68,56.05628046851067,85.9758904635794
69,56.66702152376103,86.06373888273184
70,55.354013363896534,86.24318520967454
71,54.06860818613777,85.56767988761416
72,49.17031657987452,85.10920462692988
73,50.598207479506286,84.82857964599475
74,44.653690824939325,84.21124625157692
75,37.19914082292624,57.33371599706252
76,24.613307600764674,67.64853270541475
77,39.153573415814776,60.7760408796614
78,58.153296620039505,90.25032693567266
79,59.92089924911878,93.03234758243002
80,61.74594129501963,91.97935426345582
81,63.79628610026429,89.60419943344371
82,66.93395410254743,84.37106535220764
83,67.98739396793431,82.89289143511792
84,69.32020593281301,83.73811964034836
85,74.81783326182277,80.134474157672
86,75.69750792455254,76.29473985487583
87,78.91338022234238,74.54521258425906
88,81.71075083065018,70.88019432869122
89,85.68441220729837,65.29837044298644
90,87.98554877478206,60.42406151540484
91,88.71748900416002,55.110767016082406
92,91.57991546106334,47.632186959984075
93,89.38227004901748,48.05983822228879
94,90.17381693904096,44.23523209962371
95,91.46542095706148,43.341818538353984
96,91.74469880806582,38.18901510013914
97,91.66004746660579,37.42499145000678
98,60.8572869845765,32.874293517166464
99,61.00175709887273,32.64913434404828
100,62.22681526139251,33.50428906550606
101,61.9860310473069,30.492591241006245
102,61.96098203455077,29.730863365809228
103,63.20896995429866,30.065802041909794
104,74.44099720917222,18.199450348188332
105,74.6380243493796,18.570901169681818
106,70.71777635979038,14.577843703367096
107,68.17119147806264,13.992534828321467
108,64.3794826988095,12.341227866743102
109,63.71441679229918,14.12421818691416
110,58.53001294249999,12.907409126248634
111,55.489203671396055,12.527867693968009
112,55.22315759424387,11.181367612752357
113,49.97066549235717,13.084507940849875
114,45.76426255145557,13.270813910936708
115,44.12664157330929,13.53662280127784
116,48.60737768102715,12.633632360781302
117,50.90692408053954,11.200550611722022
118,54.236670734137014,12.69082754258799
119,57.58868861242307,11.24513271223558
120,51.437829978528754,12.428922376026144
121,50.17694351781464,12.698495427967773
122,46.256111295444434,10.777280278816535
123,45.14458972688807,10.15976783675131
124,49.73356631409573,9.941933913667505
125,53.851518884075325,8.992407068491309
126,56.09238970766292,12.199743410147766
127,60.21233636228263,9.45119947563753
128,63.64056154200598,11.064577424507894
129,64.69138107841822,11.004966982962717
130,70.45370602732999,12.438615188476234
131,70.93829287391212,13.182223232129278
132,74.29260072590601,14.82299633353309
133,66.1873180336927,11.180056092289133
134,65.88183978241993,11.182121935891733
135,65.63549453323603,10.79456396861967
136,32.8106423646094,18.834108731100976
137,43.010678343972,31.456831191197036
138,89.23400698661429,44.62461145950815
139,51.51036901386953,88.7199860548864
140,48.614949862886874,86.94633134304472
141,45.67189798866446,85.83885254702088
